"id";"name";"nation";"position";"team";"age";"born";"90s";"Ast";"xA";"A-xA";"KP";"Cmp";"Att";"CmpPER";"shortCmp";"shortAtt";"shortCmpPER";"mediumCmp";"mediumAtt";"mediumCmpPER";"longCmp";"longAtt";"longCmpPER";"Left";"Right";"FK";"TB";"CK";"TI";"1/3";"PPA";"CrsPA";"Matches"
125;Felipe dal Belo\Felipe-dal-Belo;br BRA;DF;SPAL;35;1984;7.5;0;0.0;0.0;1;223;270;82.6;1;6;16.7;155;170;91.2;67;94;71.3;222;27;16;0;0;5;12;3;1;Matches
126;Danilo\Danilo;br BRA;DF;Juventus;28;1991;8.6;0;0.5;-0.5;8;587;689;85.2;4;13;30.8;475;515;92.2;108;161;67.1;54;554;7;1;0;60;44;8;0;Matches
127;Andrea Danzi\Andrea-Danzi;it ITA;MF;Hellas Verona;20;1999;0.0;0;0.0;0.0;0;1;1;100.0;0;0;;1;1;100.0;0;0;;0;1;0;0;0;0;0;0;0;Matches
128;Matteo Darmian\Matteo-Darmian;it ITA;DF;Parma;29;1989;19.5;1;0.8;+0.2;8;762;975;78.2;6;30;20.0;593;675;87.9;163;270;60.4;100;643;14;0;0;196;52;4;2;Matches
129;Paweł Dawidowicz\Pawel-Dawidowicz;pl POL;DF;Hellas Verona;24;1995;6.1;0;0.0;0.0;0;280;308;90.9;6;8;75.0;188;201;93.5;86;99;86.9;131;158;15;0;0;2;10;1;0;Matches
130;Sebastien De Maio\Sebastien-De-Maio;fr FRA;DF;Udinese;32;1987;10.0;0;0.0;0.0;0;309;398;77.6;4;10;40.0;217;251;86.5;88;137;64.2;37;311;9;0;0;8;9;3;1;Matches
131;Rodrigo De Paul\Rodrigo-De-Paul;ar ARG;MF;Udinese;25;1994;19.4;2;4.8;-2.8;48;852;1134;75.1;24;46;52.2;573;687;83.4;255;401;63.6;54;1039;64;2;56;15;92;34;7;Matches
132;Mattia De Sciglio\Mattia-De-Sciglio;it ITA;DF;Juventus;26;1992;4.3;0;0.1;-0.1;2;245;292;83.9;1;5;20.0;199;219;90.9;45;68;66.2;70;175;6;0;0;35;18;3;0;Matches
133;Lorenzo De Silvestri\Lorenzo-De-Silvestri;it ITA;DF;Torino;31;1988;17.2;0;0.8;-0.8;10;454;655;69.3;6;32;18.8;384;471;81.5;64;152;42.1;50;407;8;0;0;118;36;4;1;Matches
134;Grégoire Defrel\Gregoire-Defrel;mq MTQ;FWMF;Sassuolo;28;1991;6.4;1;0.8;+0.2;4;177;201;88.1;5;10;50.0;157;172;91.3;15;19;78.9;174;18;1;0;1;1;6;5;0;Matches
135;Alessandro Deiola\Alessandro-Deiola;it ITA;MF;Cagliari;23;1995;0.0;0;0.0;0.0;0;0;1;0.0;0;0;;0;0;;0;1;0.0;0;1;0;0;0;0;0;0;0;Matches
136;Alessandro Deiola\Alessandro-Deiola;it ITA;MF;Lecce;23;1995;7.6;1;0.3;+0.7;8;212;283;74.9;1;8;12.5;155;196;79.1;56;79;70.9;24;241;9;1;0;0;9;4;0;Matches
137;Cristian Dell'Orco\Cristian-DellOrco;it ITA;DF;Lecce;25;1994;7.7;0;0.1;-0.1;2;288;367;78.5;5;14;35.7;216;248;87.1;67;105;63.8;281;33;10;0;1;33;17;4;1;Matches
138;Merih Demiral\Merih-Demiral;tr TUR;DF;Juventus;21;1998;4.2;1;0.2;+0.8;1;260;275;94.5;6;8;75.0;211;216;97.7;43;51;84.3;35;222;2;0;0;0;2;2;0;Matches
139;Diego Demme\Diego-Demme;de GER;MF;Napoli;27;1991;4.1;0;0.1;-0.1;2;319;351;90.9;6;12;50.0;245;266;92.1;68;73;93.2;48;296;5;1;0;1;34;2;0;Matches
140;Stefano Denswil\Stefano-Denswil;nl NED;DF;Bologna;26;1993;16.8;1;0.3;+0.7;6;802;924;86.8;6;15;40.0;571;628;90.9;225;281;80.1;619;184;37;0;0;72;71;6;0;Matches
141;Fabio Depaoli\Fabio-Depaoli;it ITA;DFMF;Sampdoria;22;1997;9.9;0;1.2;-1.2;13;220;342;64.3;3;28;10.7;183;236;77.5;34;78;43.6;23;244;3;1;1;48;16;7;3;Matches
142;Kastriot Dermaku\Kastriot-Dermaku;al ALB;DF;Parma;27;1992;6.3;0;0.0;0.0;0;106;137;77.4;1;3;33.3;53;65;81.5;52;69;75.4;11;111;7;0;0;1;8;0;0;Matches
143;Daniele Dessena\Daniele-Dessena;it ITA;MF;Brescia;32;1987;9.6;0;0.0;0.0;0;209;277;75.5;4;13;30.8;167;196;85.2;38;68;55.9;47;199;3;0;0;8;13;3;0;Matches
144;Mattia Destro\Mattia-Destro;it ITA;FW;Genoa;28;1991;0.2;0;0.0;0.0;0;2;3;66.7;1;2;50.0;1;1;100.0;0;0;;0;2;0;0;0;0;0;0;0;Matches
145;Mattia Destro\Mattia-Destro;it ITA;FW;Bologna;28;1991;2.0;0;1.0;-1.0;2;14;20;70.0;1;2;50.0;11;16;68.8;2;2;100.0;3;15;1;2;0;0;2;2;0;Matches
146;Samuel Di Carmine\Samuel-Di-Carmine;it ITA;FW;Hellas Verona;30;1988;8.0;0;0.3;-0.3;4;100;143;69.9;13;18;72.2;78;113;69.0;9;12;75.0;13;96;0;0;0;0;0;0;0;Matches
147;Federico Di Francesco\Federico-Di-Francesco;it ITA;FW;SPAL;25;1994;10.6;0;1.0;-1.0;17;235;308;76.3;9;13;69.2;189;227;83.3;37;68;54.4;30;255;15;1;12;4;8;10;2;Matches
148;Giovanni Di Lorenzo\Giovanni-Di-Lorenzo;it ITA;DF;Napoli;25;1993;25.0;3;2.3;+0.7;22;1541;1742;88.5;32;76;42.1;1233;1322;93.3;276;344;80.2;233;1265;61;3;0;163;97;24;4;Matches
149;Amadou Diawara\Amadou-Diawara;gn GUI;MF;Roma;22;1997;9.6;0;0.1;-0.1;6;497;569;87.3;4;7;57.1;322;360;89.4;171;202;84.7;39;496;21;0;0;1;59;2;0;Matches
150;Mitchell Dijks\Mitchell-Dijks;nl NED;DF;Bologna;26;1993;3.5;0;0.3;-0.3;5;155;191;81.2;4;10;40.0;125;137;91.2;26;44;59.1;125;28;5;0;0;26;12;5;4;Matches
151;Federico Dimarco\Federico-Dimarco;it ITA;DFMF;Inter;21;1997;0.3;0;0.0;0.0;0;11;14;78.6;0;0;;8;10;80.0;3;4;75.0;8;3;0;0;0;3;1;0;0;Matches
152;Federico Dimarco\Federico-Dimarco;it ITA;DF;Hellas Verona;21;1997;0.1;0;0.1;-0.1;1;6;8;75.0;0;0;;4;5;80.0;2;3;66.7;6;2;1;0;1;0;0;1;0;Matches
153;Koffi Djidji\Koffi-Djidji;ci CIV;DF;Torino;26;1992;7.7;0;0.0;0.0;1;245;288;85.1;0;0;;168;185;90.8;77;103;74.8;17;243;6;0;0;3;13;0;0;Matches
154;Berat Djimsiti\Berat-Djimsiti;al ALB;DF;Atalanta;26;1993;20.8;1;0.2;+0.8;6;1048;1191;88.0;15;31;48.4;821;885;92.8;212;275;77.1;256;817;47;0;0;29;45;3;0;Matches
155;Nicolás Domínguez\Nicolas-Dominguez;ar ARG;MF;Bologna;21;1998;2.4;0;0.5;-0.5;5;107;133;80.5;2;6;33.3;75;84;89.3;30;43;69.8;21;95;5;1;0;4;13;3;0;Matches
156;Giulio Donati\Giulio-Donati;it ITA;DF;Lecce;29;1990;8.9;0;0.9;-0.9;11;334;404;82.7;6;12;50.0;252;280;90.0;76;112;67.9;35;302;12;0;1;52;17;9;5;Matches
157;Alfredo Donnarumma\Alfredo-Donnarumma;it ITA;FW;Brescia;28;1990;11.3;0;0.3;-0.3;6;164;253;64.8;8;33;24.2;135;183;73.8;21;37;56.8;52;172;0;0;0;3;12;8;0;Matches
158;Antonio Donnarumma\Antonio-Donnarumma;it ITA;GK;Milan;29;1990;0.0;0;0.0;0.0;0;0;0;;0;0;;0;0;;0;0;;0;0;0;0;0;0;0;0;0;Matches
159;Gianluigi Donnarumma\Gianluigi-Donnarumma;it ITA;GK;Milan;20;1999;23.6;0;0.0;0.0;0;532;724;73.5;2;3;66.7;261;262;99.6;269;459;58.6;76;511;60;0;0;0;5;0;0;Matches
