Rk;Player;Nation;Pos;Squad;Age;Born;90s;Tkl;TklW;Def 3rdDef;Mid 3rdDef;Att 3rdDef;TklVsDr;Att;Tkl%;Past;Press;Succ;%;DefPre 3rdDefPre;MidPre 3rdDefPre;AttPre 3rdDefPre;Blocks;Sh;ShSv;Pass;Int;Clr;Err;Matches
432;Facundo Roncaglia\Facundo-Roncaglia;ar ARG;DF;Osasuna;32;1987;11.3;21;12;10;10;1;8;15;53.3;7;107;38;35.5;56;41;10;23;5;0;18;13;54;0;Matches
433;Roberto Rosales\Roberto-Rosales;ve VEN;DF;Leganés;30;1988;13.3;29;15;15;13;1;19;34;55.9;15;156;46;29.5;59;65;32;24;2;0;22;19;39;0;Matches
434;Rubén\Ruben;es ESP;GK;Osasuna;35;1984;13.6;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;1;0;0;Matches
435;Waldo Rubio\Waldo-Rubio;es ESP;MFFW;Valladolid;23;1995;4.9;7;4;4;1;2;6;15;40.0;9;85;17;20.0;25;41;19;7;1;0;6;4;6;0;Matches
436;Aitor Ruibal\Aitor-Ruibal;es ESP;DFFW;Leganés;23;1996;5.6;15;10;7;7;1;6;19;31.6;13;133;39;29.3;40;50;43;7;1;0;6;1;7;0;Matches
437;Jorge Sáenz\Jorge-Saenz;es ESP;DFFW;Celta Vigo;22;1996;1.4;3;0;3;0;0;0;0;;0;14;6;42.9;8;6;0;1;0;0;1;3;7;0;Matches
438;Borja Sainz\Borja-Sainz;es ESP;MFFW;Alavés;18;2001;3.8;9;6;2;6;1;3;9;33.3;6;104;22;21.2;35;45;24;6;0;0;6;2;0;0;Matches
439;Yannis Salibur\Yannis-Salibur;fr FRA;FWMF;Mallorca;28;1991;0.6;0;0;0;0;0;0;0;;0;9;4;44.4;1;6;2;1;0;0;1;1;1;0;Matches
440;Mohammed Salisu\Mohammed-Salisu;gh GHA;DF;Valladolid;20;1999;26.3;47;29;36;11;0;19;38;50.0;19;207;61;29.5;146;59;2;37;26;1;11;32;219;4;Matches
441;Fede San Emeterio\Fede-San-Emeterio;es ESP;MF;Valladolid;22;1997;11.8;21;13;10;10;1;8;28;28.6;20;247;60;24.3;96;130;21;19;2;0;17;22;19;0;Matches
442;Mikel San José\Mikel-San-Jose;es ESP;MF;Athletic Bilbao;30;1989;3.9;8;7;3;2;3;1;11;9.1;10;70;21;30.0;24;35;11;6;1;0;5;11;17;0;Matches
443;Oihan Sancet\Oihan-Sancet;es ESP;MF;Athletic Bilbao;19;2000;4.5;4;3;0;3;1;1;6;16.7;5;124;30;24.2;17;72;35;3;0;0;3;0;2;0;Matches
444;Germán Sánchez\German-Sanchez;es ESP;DF;Granada;32;1986;17.7;15;10;13;2;0;5;9;55.6;4;74;23;31.1;40;32;2;32;17;0;15;24;114;1;Matches
445;Manuel Sánchez\Manuel-Sanchez;es ESP;DF;Atlético Madrid;18;2000;0.7;1;1;0;1;0;0;0;;0;4;1;25.0;1;1;2;0;0;0;0;0;2;0;Matches
446;Víctor Sánchez\Victor-Sanchez;es ESP;MFDF;Espanyol;31;1987;17.6;59;32;34;18;7;29;68;42.6;39;448;116;25.9;137;254;57;28;8;0;20;25;29;1;Matches
447;Luca Sangalli\Luca-Sangalli;es ESP;MF;Real Sociedad;24;1995;4.1;1;1;0;0;1;1;9;11.1;8;59;17;28.8;11;30;18;1;0;0;1;1;0;0;Matches
448;Oier Sanjurjo\Oier-Sanjurjo;es ESP;MF;Osasuna;33;1986;18.5;40;22;20;14;6;20;39;51.3;19;327;93;28.4;79;203;45;32;5;0;27;21;54;1;Matches
449;Ivan Šaponjić\Ivan-Saponjic;rs SRB;DF;Atlético Madrid;21;1997;0.0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;Matches
450;Joan Sastre Vanrell\Joan-Sastre-Vanrell;es ESP;DF;Mallorca;22;1997;14.2;24;16;21;1;2;14;35;40.0;21;162;35;21.6;96;45;21;14;0;0;14;21;37;1;Matches
451;Stefan Savić\Stefan-Savic;me MNE;DF;Atlético Madrid;28;1991;14.0;11;6;8;2;1;5;8;62.5;3;68;32;47.1;37;31;0;21;10;0;11;19;94;0;Matches
452;Aleksandar Sedlar\Aleksandar-Sedlar;rs SRB;DF;Mallorca;27;1991;2.8;2;2;0;2;0;0;5;0.0;5;29;9;31.0;22;7;0;8;3;0;5;5;17;0;Matches
453;Nélson Semedo\Nelson-Semedo;pt POR;DF;Barcelona;25;1993;15.4;39;28;20;15;4;14;28;50.0;14;210;60;28.6;93;87;30;26;2;0;24;16;21;0;Matches
454;Josep Señé\Josep-Sene;es ESP;MF;Mallorca;27;1991;1.5;3;1;2;0;1;3;4;75.0;1;34;9;26.5;14;14;6;2;0;0;2;1;1;0;Matches
455;Salva Sevilla\Salva-Sevilla;es ESP;MF;Mallorca;35;1984;20.6;19;14;8;9;2;9;27;33.3;18;251;68;27.1;95;130;26;15;4;1;11;10;20;1;Matches
456;Sidnei\Sidnei;br BRA;DF;Betis;29;1989;8.6;10;7;7;3;0;3;5;60.0;2;86;32;37.2;55;30;1;20;9;0;11;17;53;0;Matches
457;Jonathan Silva\Jonathan-Silva;ar ARG;DF;Leganés;25;1994;23.6;44;16;26;13;5;17;41;41.5;24;305;76;24.9;135;116;54;21;3;0;18;25;69;0;Matches
458;Rui Silva\Rui-Silva;pt POR;GK;Granada;25;1994;26.0;0;0;0;0;0;0;0;;0;2;1;50.0;2;0;0;0;0;0;0;1;4;1;Matches
459;Unai Simón\Unai-Simon;es ESP;GK;Athletic Bilbao;22;1997;24.0;0;0;0;0;0;0;1;0.0;1;2;0;0.0;2;0;0;1;0;0;1;1;1;1;Matches
460;Dimitris Siovas\Dimitris-Siovas;gr GRE;DF;Leganés;30;1988;15.4;32;21;21;9;2;13;25;52.0;12;132;51;38.6;75;46;11;26;2;0;24;33;109;0;Matches
461;Pione Sisto\Pione-Sisto;dk DEN;FWMF;Celta Vigo;24;1995;8.5;16;10;7;7;2;4;17;23.5;13;149;47;31.5;44;66;39;18;0;0;18;4;5;0;Matches
462;Antonio Sivera\Antonio-Sivera;es ESP;GK;Alavés;22;1996;3.0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;Matches
463;Fyodor Smolov\Fyodor-Smolov;ru RUS;FW;Celta Vigo;29;1990;4.0;0;0;0;0;0;0;6;0.0;6;69;11;15.9;10;29;30;10;0;0;10;4;4;0;Matches
464;Rubén Sobrino\Ruben-Sobrino;es ESP;FWMF;Valencia;27;1992;1.4;5;4;2;2;1;1;4;25.0;3;55;13;23.6;17;24;14;2;0;0;2;0;1;0;Matches
465;Roberto Soldado\Roberto-Soldado;es ESP;FW;Granada;34;1985;19.6;11;3;2;5;4;4;13;30.8;9;279;70;25.1;13;124;142;11;4;0;7;4;11;0;Matches
466;Carlos Soler\Carlos-Soler;es ESP;MF;Valencia;22;1997;15.4;23;15;6;14;3;6;24;25.0;18;319;81;25.4;89;149;81;18;4;0;14;9;11;0;Matches
467;Kévin Soni\Kevin-Soni;cm CMR;FW;Espanyol;21;1998;0.0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;Matches
468;David Soria\David-Soria;es ESP;GK;Getafe;26;1993;27.0;0;0;0;0;0;0;2;0.0;2;2;0;0.0;2;0;0;0;0;0;0;0;5;0;Matches
469;Juan Soriano\Juan-Soriano;es ESP;GK;Leganés;21;1997;11.0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;1;0;Matches
470;Damián Suárez\Damian-Suarez;uy URU;DF;Getafe;31;1988;21.4;46;35;19;19;8;22;55;40.0;33;364;115;31.6;139;173;52;34;1;0;33;22;63;0;Matches
471;Denis Suárez\Denis-Suarez;es ESP;MFFW;Celta Vigo;25;1994;14.7;18;10;10;7;1;6;24;25.0;18;238;57;23.9;73;125;40;18;0;0;18;14;7;0;Matches
472;Luis Suárez\Luis-Suarez;uy URU;FW;Barcelona;32;1987;14.2;3;2;0;2;1;0;7;0.0;7;161;37;23.0;8;73;80;6;1;0;5;0;5;0;Matches
473;Ki Sung-yueng\Ki-Sung-yueng;kr KOR;MF;Mallorca;30;1989;0.1;0;0;0;0;0;0;0;;0;4;1;25.0;2;2;0;1;0;0;1;0;0;0;Matches
474;Suso\Suso;es ESP;FWMF;Sevilla;25;1993;3.9;5;1;2;2;1;3;6;50.0;3;41;9;22.0;13;23;5;0;0;0;0;1;0;0;Matches
475;Tachi\Tachi;es ESP;MFDF;Alavés;21;1997;0.1;0;0;0;0;0;0;1;0.0;1;4;1;25.0;3;1;0;3;1;0;2;2;2;0;Matches
476;Rodrigo Tarín\Rodrigo-Tarin;es ESP;DF;Leganés;23;1996;4.0;4;2;3;1;0;4;11;36.4;7;29;5;17.2;21;6;2;4;1;0;3;2;38;0;Matches
477;Álvaro Tejero\Alvaro-Tejero;es ESP;DF;Eibar;23;1996;13.3;25;10;14;8;3;12;22;54.5;10;150;40;26.7;68;68;14;31;1;0;30;24;55;0;Matches
478;Cristian Tello\Cristian-Tello;es ESP;MFFW;Betis;27;1991;5.0;3;2;1;1;1;2;6;33.3;4;59;16;27.1;21;23;15;6;0;0;6;2;2;0;Matches
479;Marc-André ter Stegen\Marc-Andre-ter-Stegen;de GER;GK;Barcelona;27;1992;26.0;1;0;1;0;0;1;2;50.0;1;3;0;0.0;3;0;0;0;0;0;0;1;3;1;Matches
480;David Timor\David-Timor;es ESP;MF;Getafe;29;1989;3.5;4;2;2;2;0;1;2;50.0;1;37;8;21.6;3;31;3;3;0;0;3;5;10;0;Matches
481;Jean-Clair Todibo\Jean-Clair-Todibo;fr FRA;DF;Barcelona;19;1999;0.9;1;1;1;0;0;0;1;0.0;1;7;3;42.9;4;3;0;3;0;0;3;0;4;0;Matches
482;Karl Toko Ekambi\Karl-Toko-Ekambi;cm CMR;FW;Villarreal;26;1992;11.1;4;2;0;1;3;1;4;25.0;3;177;56;31.6;13;86;78;1;0;0;1;3;4;0;Matches
483;Raúl de Tomás\Raul-de-Tomas;es ESP;FW;Espanyol;24;1994;6.0;3;2;1;2;0;0;6;0.0;6;105;28;26.7;10;50;45;4;0;0;4;3;4;0;Matches
484;Toño\Tono;es ESP;DF;Levante;29;1989;13.0;20;10;15;4;1;8;20;40.0;12;131;40;30.5;76;44;11;23;1;0;22;7;40;0;Matches
485;Ferrán Torres\Ferran-Torres;es ESP;MFFW;Valencia;19;2000;19.7;18;13;8;9;1;3;22;13.6;19;373;76;20.4;110;186;77;33;2;0;31;10;10;0;Matches
486;Óliver Torres\Oliver-Torres;es ESP;FWMF;Sevilla;24;1994;12.4;34;21;7;22;5;23;44;52.3;21;294;80;27.2;63;150;81;18;1;0;17;9;5;0;Matches
487;Pau Torres\Pau-Torres;es ESP;DF;Villarreal;22;1997;23.0;29;19;22;5;2;15;21;71.4;6;187;63;33.7;114;65;8;43;22;0;21;18;137;1;Matches
488;Roberto Torres\Roberto-Torres;es ESP;MFFW;Osasuna;30;1989;23.0;18;15;8;10;0;10;41;24.4;31;301;76;25.2;53;174;74;44;3;0;41;21;36;0;Matches
489;Aleksandar Trajkovski\Aleksandar-Trajkovski;mk MKD;MF;Mallorca;26;1992;1.6;2;2;2;0;0;0;3;0.0;3;28;6;21.4;9;13;6;2;0;0;2;2;0;0;Matches
490;Manu Trigueros\Manu-Trigueros;es ESP;MF;Villarreal;27;1991;13.4;28;19;5;17;6;9;37;24.3;28;337;81;24.0;91;192;54;25;9;0;16;3;19;0;Matches
491;Kieran Trippier\Kieran-Trippier;eng ENG;DF;Atlético Madrid;28;1990;17.0;42;24;22;17;3;23;50;46.0;27;182;49;26.9;73;82;27;39;5;0;34;19;49;0;Matches
492;Samuel Umtiti\Samuel-Umtiti;fr FRA;DF;Barcelona;25;1993;9.3;13;8;4;9;0;4;9;44.4;5;88;39;44.3;34;52;2;3;1;0;2;24;42;0;Matches
493;Enes Ünal\Enes-Unal;tr TUR;FW;Valladolid;22;1997;19.0;11;6;3;5;3;3;16;18.8;13;321;61;19.0;25;165;131;14;5;0;9;6;10;0;Matches
494;Tomáš Vaclík\Tomas-Vaclik;cz CZE;GK;Sevilla;30;1989;25.5;0;0;0;0;0;0;1;0.0;1;0;0;;0;0;0;0;0;0;0;0;0;0;Matches
495;Álvaro Vadillo\Alvaro-Vadillo;es ESP;FWMF;Granada;24;1994;13.6;12;9;4;7;1;6;15;40.0;9;159;51;32.1;48;72;39;17;1;0;16;7;4;0;Matches
496;Germán Valera\German-Valera;es ESP;FW;Atlético Madrid;17;2002;0.0;0;0;0;0;0;0;0;;0;2;2;100.0;0;2;0;0;0;0;0;0;0;0;Matches
497;Martin Valjent\Martin-Valjent;sk SVK;DF;Mallorca;23;1995;27.0;25;16;14;10;1;8;15;53.3;7;155;49;31.6;95;57;3;55;17;0;38;31;141;0;Matches
498;Jesús Vallejo\Jesus-Vallejo;es ESP;DF;Granada;22;1997;2.0;2;1;1;1;0;2;2;100.0;0;18;7;38.9;12;6;0;3;1;0;2;2;11;0;Matches
499;Manu Vallejo\Manu-Vallejo;es ESP;MFFW;Valencia;22;1997;3.5;5;2;0;4;1;2;6;33.3;4;93;21;22.6;28;47;18;4;0;0;4;3;3;0;Matches
500;Federico Valverde\Federico-Valverde;uy URU;MF;Real Madrid;21;1998;14.1;27;13;7;12;8;7;20;35.0;13;267;71;26.6;59;143;65;28;3;0;25;19;9;1;Matches
501;Raphaël Varane\Raphael-Varane;fr FRA;DF;Real Madrid;26;1993;23.0;28;19;21;7;0;7;18;38.9;11;175;65;37.1;95;74;6;40;12;0;28;20;110;0;Matches
502;Matías Vargas\Matias-Vargas;ar ARG;FWMF;Espanyol;21;1997;10.5;10;9;5;3;2;3;16;18.8;13;156;52;33.3;32;70;54;8;1;0;7;2;6;0;Matches
503;Franco Vázquez\Franco-Vazquez;ar ARG;MFFW;Sevilla;30;1989;9.9;28;17;14;12;2;9;32;28.1;23;216;59;27.3;57;124;35;12;1;0;11;7;8;0;Matches
504;Kevin Vázquez\Kevin-Vazquez;es ESP;DF;Celta Vigo;26;1993;8.2;13;8;7;3;3;7;14;50.0;7;121;34;28.1;73;33;15;22;1;0;21;14;24;0;Matches
505;Lucas Vázquez\Lucas-Vazquez;es ESP;MFFW;Real Madrid;28;1991;7.1;16;11;5;9;2;5;15;33.3;10;193;65;33.7;44;95;54;12;0;0;12;7;4;2;Matches
506;Unai Vencedor Paris\Unai-Vencedor-Paris;es ESP;MF;Athletic Bilbao;18;2000;0.8;0;0;0;0;0;0;0;;0;9;2;22.2;1;8;0;0;0;0;0;0;0;0;Matches
507;Mikel Vesga\Mikel-Vesga;es ESP;MF;Athletic Bilbao;26;1993;7.6;18;13;5;9;4;12;28;42.9;16;195;45;23.1;58;113;24;17;2;0;15;12;12;0;Matches
508;Rúben Vezo\Ruben-Vezo;pt POR;DF;Levante;25;1994;19.0;32;16;25;5;2;10;26;38.5;16;122;39;32.0;75;44;3;39;25;0;14;24;133;1;Matches
509;Fede Vico\Fede-Vico;es ESP;MFFW;Granada;25;1994;4.5;0;0;0;0;0;0;6;0.0;6;74;18;24.3;7;41;26;7;1;0;6;2;0;0;Matches
510;Aleix Vidal\Aleix-Vidal;es ESP;MF;Alavés;29;1989;22.2;20;14;5;11;4;8;32;25.0;24;406;93;22.9;109;200;97;31;2;0;29;21;13;0;Matches
511;Arturo Vidal\Arturo-Vidal;cl CHI;MFFW;Barcelona;32;1987;10.3;39;26;17;17;5;7;26;26.9;19;310;102;32.9;85;148;77;18;2;0;16;11;7;0;Matches
512;Nacho Vidal\Nacho-Vidal;es ESP;DF;Osasuna;24;1995;17.3;31;17;18;8;5;14;26;53.8;12;172;55;32.0;65;76;31;40;4;0;36;35;71;0;Matches
513;Dídac Vilà\Didac-Vila;es ESP;DF;Espanyol;30;1989;19.4;50;33;29;19;2;18;47;38.3;29;316;87;27.5;144;128;44;37;3;0;34;29;77;1;Matches
514;Toni Villa\Toni-Villa;es ESP;MF;Valladolid;24;1995;12.3;21;17;9;9;3;6;35;17.1;29;267;67;25.1;101;108;58;22;1;0;21;8;9;0;Matches
515;Asier Villalibre\Asier-Villalibre;es ESP;FW;Athletic Bilbao;21;1997;3.8;2;1;0;0;2;0;4;0.0;4;60;16;26.7;4;27;29;2;0;0;2;1;1;0;Matches
516;Juan Villar\Juan-Villar;es ESP;FW;Osasuna;31;1988;2.6;0;0;0;0;0;0;1;0.0;1;39;10;25.6;6;20;13;3;1;0;2;0;0;0;Matches
517;Vitolo\Vitolo;es ESP;MFFW;Atlético Madrid;29;1989;11.5;13;8;4;9;0;3;16;18.8;13;220;70;31.8;46;98;76;25;0;0;25;9;5;0;Matches
518;Šime Vrsaljko\Sime-Vrsaljko;hr CRO;DF;Atlético Madrid;27;1992;4.0;8;4;6;1;1;6;8;75.0;2;38;15;39.5;15;15;8;12;3;0;9;8;12;0;Matches
519;Nikola Vukčević\Nikola-Vukcevic;me MNE;MF;Levante;27;1991;12.0;29;19;9;16;4;8;29;27.6;21;222;53;23.9;59;131;32;22;5;0;17;10;16;0;Matches
520;Moussa Wagué\Moussa-Wague;sn SEN;DF;Barcelona;20;1998;1.0;3;3;1;1;1;2;3;66.7;1;8;3;37.5;3;3;2;0;0;0;0;1;2;0;Matches
521;Wakaso\Wakaso;gh GHA;MF;Alavés;29;1990;14.3;51;28;29;19;3;10;29;34.5;19;339;89;26.3;110;204;25;24;3;0;21;20;22;0;Matches
522;Daniel Wass\Daniel-Wass;dk DEN;DFMF;Valencia;30;1989;24.1;39;24;23;11;5;17;41;41.5;24;300;72;24.0;149;106;45;42;3;0;39;27;87;1;Matches
523;Iñaki Williams\Inaki-Williams;es ESP;FW;Athletic Bilbao;25;1994;24.5;14;10;2;3;9;6;15;40.0;9;298;83;27.9;28;125;145;10;0;0;10;5;22;0;Matches
524;Yoel\Yoel;es ESP;GK;Eibar;30;1988;1.0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;1;0;0;1;1;0;0;Matches
525;Okay Yokuşlu\Okay-Yokuslu;tr TUR;MF;Celta Vigo;25;1994;15.2;27;21;14;11;2;7;21;33.3;14;176;53;30.1;74;89;13;13;4;0;9;22;73;0;Matches
526;Joseba Zaldúa\Joseba-Zaldua;es ESP;DF;Real Sociedad;27;1992;22.8;46;31;27;12;7;16;43;37.2;27;228;63;27.6;89;105;34;47;8;0;39;35;110;0;Matches
527;Andre-Frank Zambo Anguissa\Andre-Frank-Zambo-Anguissa;cm CMR;MF;Villarreal;23;1995;18.7;55;32;17;31;7;15;42;35.7;27;402;104;25.9;97;241;64;30;5;0;25;30;41;0;Matches
528;Igor Zubeldia\Igor-Zubeldia;es ESP;MFDF;Real Sociedad;22;1997;22.3;49;33;21;22;6;10;28;35.7;18;257;78;30.4;109;130;18;45;21;1;24;14;83;0;Matches
529;David Zurutuza\David-Zurutuza;es ESP;MF;Real Sociedad;33;1986;1.0;2;1;0;2;0;0;1;0.0;1;19;5;26.3;8;10;1;2;0;0;2;3;6;0;Matches
530;Martin Ødegaard\Martin-Odegaard;no NOR;MF;Real Sociedad;20;1998;22.4;21;12;5;13;3;6;32;18.8;26;428;109;25.5;84;213;131;19;0;0;19;9;14;0;Matches
