Rk;Player;Nation;Pos;Squad;Age;Born;90s;Touches-Touches;Touches-Def Pen;Touches-Def 3rd;Touches-Mid 3rd;Touches-Att 3rd;Touches-Att Pen;Touches-Live;Dribbles-Succ;Dribbles-Att;Dribbles-Succ%;Dribbles-#Pl;Dribbles-Megs;Carries-Carries;Carries-TotDist;Carries-PrgDist;Carries-Prog;Carries-1/3;Carries-CPA;Carries-Mis;Carries-Dis;Receiving-Targ;Receiving-Rec;Receiving-Rec%;Receiving-Prog;Matches;
55;Redwan Bourles\Redwan-Bourles;fr FRA;MF;Lorient;18-238;2003;0.1;2;0;1;1;1;0;2;0;0;;0;0;1;0;0;0;0;0;0;1;2;1;50.0;0;Matches
56;Lilian Brassier\Lilian-Brassier;fr FRA;DF;Brest;21-299;1999;3.0;134;22;89;51;3;2;128;0;0;;0;0;80;521;352;6;0;0;2;0;87;86;98.9;0;Matches
57;Jimmy Briand\Jimmy-Briand;fr FRA;FW;Bordeaux;36-026;1985;0.7;24;2;3;15;8;2;23;0;0;;0;0;14;46;27;1;2;0;4;2;24;15;62.5;11;Matches
58;Dylan Bronn\Dylan-Bronn;tn TUN;DF;Metz;26-070;1995;3.0;189;21;106;93;4;0;184;1;1;100.0;1;0;125;661;434;3;1;0;0;2;119;118;99.2;0;Matches
59;Osman Bukari\Osman-Bukari;gh GHA;FW;Nantes;22-258;1998;1.0;35;0;2;12;23;2;35;0;0;;0;0;17;139;99;3;2;0;4;0;31;19;61.3;2;Matches
60;Jimmy Cabot\Jimmy-Cabot;fr FRA;DF;Angers;27-132;1994;3.0;200;13;66;93;64;5;169;6;12;50.0;6;2;127;869;476;23;15;2;2;13;123;109;88.6;6;Matches
61;Anthony Caci\Anthony-Caci;fr FRA;DF;Strasbourg;24-058;1997;2.3;218;6;59;145;28;2;201;4;5;80.0;4;0;141;671;420;19;3;0;2;3;152;147;96.7;4;Matches
62;Mathieu Cafaro\Mathieu-Cafaro;fr FRA;FWMF;Reims;24-156;1997;1.8;82;2;18;30;38;6;68;0;2;0.0;0;1;38;176;97;6;2;1;3;3;59;45;76.3;10;Matches
63;Yannick Cahuzac\Yannick-Cahuzac;fr FRA;MF;Lens;36-222;1985;0.4;9;3;4;3;2;0;9;0;1;0.0;0;0;4;4;3;0;0;0;0;0;4;4;100.0;1;Matches
64;Mahdi Camara\Mahdi-Camara;fr FRA;MF;Saint-Étienne;23-059;1998;3.0;169;3;48;104;38;2;167;4;7;57.1;4;0;114;684;363;21;10;0;1;6;129;111;86.0;1;Matches
65;Eduardo Camavinga\Eduardo-Camavinga;fr FRA;MF;Rennes;18-291;2002;1.1;55;2;9;40;12;0;53;0;0;;0;0;38;223;126;5;3;0;1;2;44;38;86.4;2;Matches
66;Pierrick Capelle\Pierrick-Capelle;fr FRA;MF;Angers;34-135;1987;0.1;4;0;0;4;0;0;4;1;1;100.0;1;0;5;33;22;0;0;0;0;0;3;2;66.7;0;Matches
67;Maxence Caqueret\Maxence-Caqueret;fr FRA;MF;Lyon;21-194;2000;3.0;215;6;44;135;51;1;208;5;8;62.5;5;0;151;592;297;12;7;0;8;7;168;152;90.5;8;Matches
68;Irvin Cardona\Irvin-Cardona;fr FRA;FW;Brest;24-020;1997;2.4;73;6;24;28;25;4;73;1;5;20.0;1;0;42;173;103;5;1;0;4;5;78;41;52.6;9;Matches
69;Igor Carioca\Igor-Carioca;br BRA;DF;Lorient;25-007;1996;2.6;137;8;42;63;39;4;104;4;5;80.0;4;0;65;225;118;8;0;2;6;4;71;61;85.9;4;Matches
70;Moreto Cassamã\Moreto-Cassama;gw GNB;MF;Reims;23-193;1998;1.3;86;4;24;49;17;2;79;2;4;50.0;3;1;60;279;136;4;2;1;1;0;56;52;92.9;2;Matches
71;Jean-Charles Castelletto\Jean-Charles-Castelletto;cm CMR;DF;Nantes;26-214;1995;4.0;143;21;79;61;6;3;137;0;0;;0;0;57;301;159;5;0;0;2;0;54;52;96.3;0;Matches
72;Zeki Çelik\Zeki-Celik;tr TUR;DF;Lille;24-192;1997;2.0;179;8;51;101;39;2;159;5;5;100.0;5;0;113;631;365;14;3;1;2;0;122;117;95.9;4;Matches
73;Fabien Centonze\Fabien-Centonze;fr FRA;DF;Metz;25-224;1996;3.0;214;7;85;100;42;8;197;4;6;66.7;4;0;143;759;381;13;2;0;9;5;156;146;93.6;5;Matches
74;Leonardo César Jardim\Leonardo-Cesar-Jardim;br BRA;GK;Lille;26-161;1995;2.0;56;49;55;1;0;0;46;0;0;;0;0;28;150;82;0;0;0;0;0;21;20;95.2;0;Matches
75;Nassim Chadli\Nassim-Chadli;fr FRA;DF;Troyes;20-031;2001;0.0;6;0;4;1;1;1;5;0;0;;0;0;1;15;0;0;0;0;0;0;0;0;;0;Matches
76;Mehdi Chahiri\Mehdi-Chahiri;ma MAR;MF;Strasbourg;25-034;1996;0.2;11;0;2;3;7;3;10;0;1;0.0;1;0;6;26;17;1;1;0;0;1;9;5;55.6;1;Matches
77;Dylan Chambost\Dylan-Chambost;fr FRA;FWMF;Troyes;24-009;1997;2.0;87;2;15;46;29;5;84;2;2;100.0;2;0;60;251;123;5;2;0;1;2;85;64;75.3;7;Matches
78;Brendan Chardonnet\Brendan-Chardonnet;fr FRA;DF;Brest;26-249;1994;3.0;129;30;84;44;3;3;123;0;0;;0;0;68;394;197;5;0;0;1;0;75;70;93.3;0;Matches
79;Xavier Chavalerin\Xavier-Chavalerin;fr FRA;MFDF;Reims;30-174;1991;2.4;117;8;34;59;34;6;105;1;1;100.0;1;0;58;301;116;3;4;0;0;1;79;68;86.1;4;Matches
