"id";"name";"nation";"position";"team";"age";"born";"90s";"Ast";"xA";"A-xA";"KP";"Cmp";"Att";"CmpPER";"shortCmp";"shortAtt";"shortCmpPER";"mediumCmp";"mediumAtt";"mediumCmpPER";"longCmp";"longAtt";"longCmpPER";"Left";"Right";"FK";"TB";"CK";"TI";"1/3";"PPA";"CrsPA";"Matches"
1;Tammy Abraham\Tammy-Abraham;eng ENG;FW;eng Chelsea;21;1997;5.4;1;0.5;+0.5;6;65;96;67.7;6;10;60.0;51;71;71.8;8;15;53.3;4;70;0;0;0;0;3;1;0;Matches
2;Arijan Ademi\Arijan-Ademi;mk MKD;MFDF;hr Dinamo Zagreb;28;1991;5.8;1;1.1;-0.1;4;145;165;87.9;4;6;66.7;124;138;89.9;17;21;81.0;18;129;5;0;0;0;5;1;0;Matches
3;Adrián\Adrian;es ESP;GK;eng Liverpool;32;1987;2.0;0;0.0;0.0;0;47;60;78.3;0;0;;18;19;94.7;29;41;70.7;7;41;5;0;0;0;0;0;0;Matches
4;Sergio Agüero\Sergio-Aguero;ar ARG;FW;eng Manchester City;31;1988;2.2;0;0.0;0.0;1;32;50;64.0;0;6;0.0;31;42;73.8;1;2;50.0;6;39;0;1;0;0;2;1;0;Matches
5;Manuel Akanji\Manuel-Akanji;ch SUI;DF;de Dortmund;24;1995;5.8;0;0.0;0.0;0;342;388;88.1;4;5;80.0;267;289;92.4;71;94;75.5;67;301;12;0;0;2;17;1;0;Matches
6;David Alaba\David-Alaba;at AUT;DF;de Bayern Munich;27;1992;3.5;0;1.1;-1.1;4;264;296;89.2;2;6;33.3;194;214;90.7;68;76;89.5;240;39;4;1;0;5;25;1;1;Matches
7;Lucas Alario\Lucas-Alario;ar ARG;FW;de Leverkusen;26;1992;2.4;0;0.1;-0.1;2;40;47;85.1;2;3;66.7;34;39;87.2;4;5;80.0;5;38;0;0;0;0;4;0;0;Matches
8;Jordi Alba\Jordi-Alba;es ESP;DF;es Barcelona;30;1989;1.9;0;0.6;-0.6;3;100;116;86.2;1;2;50.0;87;96;90.6;12;18;66.7;81;17;4;1;0;10;2;2;1;Matches
9;Paco Alcácer\Paco-Alcacer;es ESP;FW;de Dortmund;25;1993;1.3;1;0.5;+0.5;4;17;24;70.8;0;2;0.0;15;19;78.9;2;3;66.7;2;19;0;0;0;1;3;1;0;Matches
10;Thiago Alcántara\Thiago-Alcantara;es ESP;MF;de Bayern Munich;28;1991;5.5;2;1.3;+0.7;11;463;506;91.5;4;5;80.0;328;348;94.3;131;153;85.6;16;465;10;4;2;1;62;8;0;Matches
11;Toby Alderweireld\Toby-Alderweireld;be BEL;DF;eng Tottenham;30;1989;5.0;0;0.1;-0.1;1;241;280;86.1;1;1;100.0;145;154;94.2;95;125;76.0;53;214;5;1;0;0;14;0;0;Matches
12;Carles Aleñá\Carles-Alena;es ESP;MF;es Barcelona;21;1998;1.0;0;0.2;-0.2;4;84;99;84.8;4;5;80.0;67;80;83.8;13;14;92.9;88;8;3;1;3;0;7;1;0;Matches
13;Trent Alexander-Arnold\Trent-Alexander-Arnold;eng ENG;DF;eng Liverpool;20;1998;5.1;1;1.0;0.0;8;434;585;74.2;4;23;17.4;323;359;90.0;107;203;52.7;61;435;10;1;24;75;38;6;1;Matches
14;Alisson\Alisson;br BRA;GK;eng Liverpool;26;1992;5.0;0;0.0;0.0;0;158;174;90.8;0;0;;83;83;100.0;75;91;82.4;17;125;6;1;0;0;1;0;0;Matches
15;Allan\Allan;br BRA;MF;it Napoli;28;1991;4.9;0;0.0;0.0;0;234;274;85.4;4;8;50.0;169;182;92.9;61;84;72.6;26;237;9;2;0;0;28;4;0;Matches
16;Dele Alli\Dele-Alli;eng ENG;MFFW;eng Tottenham;23;1996;4.8;1;1.2;-0.2;7;154;184;83.7;6;8;75.0;135;150;90.0;13;26;50.0;14;163;4;3;1;1;6;8;0;Matches
17;André Almeida\Andre-Almeida;pt POR;DF;pt Benfica;28;1990;1.0;0;0.0;0.0;1;34;45;75.6;1;2;50.0;31;34;91.2;2;9;22.2;2;32;0;0;0;8;1;0;0;Matches
18;Marcos Alonso\Marcos-Alonso;es ESP;DF;eng Chelsea;28;1990;4.4;0;0.3;-0.3;3;227;284;79.9;2;13;15.4;189;211;89.6;36;60;60.0;208;21;5;0;0;40;9;4;3;Matches
19;Éder Álvarez Balanta\Eder-Alvarez-Balanta;co COL;MF;be Club Brugge;26;1993;3.2;0;0.3;-0.3;4;129;151;85.4;4;7;57.1;92;99;92.9;33;45;73.3;118;23;1;2;0;0;23;2;0;Matches
20;Edson Álvarez\Edson-Alvarez;mx MEX;MF;nl Ajax;21;1997;4.2;0;0.3;-0.3;2;216;238;90.8;6;8;75.0;170;184;92.4;40;46;87.0;14;208;5;1;0;0;20;2;0;Matches
21;Nadiem Amiri\Nadiem-Amiri;de GER;FWMF;de Leverkusen;22;1996;2.6;0;0.5;-0.5;5;116;147;78.9;2;10;20.0;98;110;89.1;16;27;59.3;13;127;2;0;8;4;12;1;0;Matches
22;Ethan Ampadu\Ethan-Ampadu;wal WAL;DF;de RB Leipzig;18;2000;2.0;0;0.0;0.0;0;176;190;92.6;0;0;;120;124;96.8;56;66;84.8;30;157;3;0;0;0;7;0;0;Matches
23;Joachim Andersen\Joachim-Andersen;dk DEN;DF;fr Lyon;23;1996;4.0;0;0.0;0.0;1;204;225;90.7;2;3;66.7;116;123;94.3;86;99;86.9;32;172;7;0;0;2;17;1;0;Matches
24;Florin Andone\Florin-Andone;ro ROU;FW;tr Galatasaray;26;1993;1.8;0;0.0;0.0;0;22;35;62.9;0;7;0.0;20;25;80.0;2;3;66.7;2;26;0;0;0;0;0;1;0;Matches
25;Benjamin André\Benjamin-Andre;fr FRA;MF;fr Lille;28;1990;4.5;2;1.0;+1.0;8;155;188;82.4;8;10;80.0;117;139;84.2;30;39;76.9;19;138;6;1;0;1;16;0;0;Matches
26;Miguel Ángel Guerrero\Miguel-Angel-Guerrero;es ESP;FW;gr Olympiacos;29;1990;3.5;0;0.5;-0.5;5;52;71;73.2;0;4;0.0;47;58;81.0;5;9;55.6;5;51;0;0;0;0;0;0;0;Matches
27;Angeliño\Angelino;es ESP;DF;de RB Leipzig;22;1997;1.0;0;0.0;0.0;1;41;53;77.4;1;3;33.3;32;37;86.5;8;13;61.5;39;8;1;0;0;4;2;2;0;Matches
28;Angeliño\Angelino;es ESP;DF;eng Manchester City;22;1997;1.0;0;0.2;-0.2;2;71;80;88.8;0;1;0.0;54;58;93.1;17;21;81.0;67;4;1;0;0;8;2;2;0;Matches
29;Marcos Antônio\Marcos-Antonio;br BRA;MF;ua Shakhtar;19;2000;0.3;0;0.0;0.0;0;25;30;83.3;0;1;0.0;18;19;94.7;7;10;70.0;1;27;2;0;0;0;4;0;0;Matches
30;Houssem Aouar\Houssem-Aouar;fr FRA;FWMF;fr Lyon;21;1998;4.9;3;0.8;+2.2;7;187;225;83.1;0;9;0.0;157;171;91.8;30;45;66.7;29;186;3;0;3;4;25;1;0;Matches
31;Youssef El-Arabi\Youssef-El-Arabi;ma MAR;FW;gr Olympiacos;32;1987;3.1;0;0.0;0.0;1;40;60;66.7;2;5;40.0;30;40;75.0;8;15;53.3;13;38;1;0;0;0;3;0;0;Matches
32;Charles Aránguiz\Charles-Aranguiz;cl CHI;MF;de Leverkusen;30;1989;4.6;1;0.3;+0.7;5;330;380;86.8;3;8;37.5;260;291;89.3;67;81;82.7;53;309;7;1;3;1;43;7;0;Matches
33;Luiz Araújo\Luiz-Araujo;br BRA;FWMF;fr Lille;23;1996;3.1;0;0.0;0.0;1;62;89;69.7;4;6;66.7;48;67;71.6;10;16;62.5;62;15;0;0;0;1;3;3;1;Matches
34;Alphonse Areola\Alphonse-Areola;fr FRA;GK;es Real Madrid;26;1993;1.5;0;0.0;0.0;0;46;58;79.3;0;0;;25;25;100.0;21;33;63.6;0;50;7;0;0;0;0;0;0;Matches
35;Santiago Arias\Santiago-Arias;co COL;DF;es Atlético Madrid;27;1992;2.0;0;0.2;-0.2;3;115;144;79.9;5;9;55.6;98;114;86.0;12;21;57.1;8;107;1;0;0;21;7;3;0;Matches
36;Kepa Arrizabalaga\Kepa-Arrizabalaga;es ESP;GK;eng Chelsea;24;1994;6.0;0;0.0;0.0;0;137;175;78.3;0;0;;60;61;98.4;77;114;67.5;26;117;7;0;0;0;0;0;0;Matches
37;Kwadwo Asamoah\Kwadwo-Asamoah;gh GHA;DF;it Inter;30;1988;2.9;0;0.1;-0.1;1;78;100;78.0;2;5;40.0;61;72;84.7;15;23;65.2;69;13;3;0;0;12;1;2;1;Matches
38;Majeed Ashimeru\Majeed-Ashimeru;gh GHA;MFFW;at RB Salzburg;21;1997;0.7;0;0.0;0.0;1;34;40;85.0;2;5;40.0;30;32;93.8;2;3;66.7;5;33;0;0;0;0;0;0;0;Matches
39;Iyayi Atiemwen\Iyayi-Atiemwen;ng NGA;FW;hr Dinamo Zagreb;23;1996;0.1;0;0.0;0.0;0;2;3;66.7;1;1;100.0;1;2;50.0;0;0;;0;1;0;0;0;1;0;0;0;Matches
40;Serge Aurier\Serge-Aurier;ci CIV;DF;eng Tottenham;26;1992;4.0;2;1.6;+0.4;9;179;221;81.0;3;6;50.0;149;177;84.2;27;38;71.1;30;139;1;3;0;34;10;3;1;Matches
41;Sardar Azmoun\Sardar-Azmoun;ir IRN;FW;ru Zenit;24;1995;5.2;0;0.1;-0.1;2;79;122;64.8;1;11;9.1;73;101;72.3;5;10;50.0;6;87;0;0;0;0;5;2;0;Matches
42;César Azpilicueta\Cesar-Azpilicueta;es ESP;DF;eng Chelsea;29;1989;6.8;0;0.6;-0.6;6;382;460;83.0;3;18;16.7;315;352;89.5;64;90;71.1;26;345;9;0;0;62;28;6;2;Matches
43;Ryan Babel\Ryan-Babel;nl NED;FW;tr Galatasaray;32;1986;3.7;0;0.3;-0.3;3;98;127;77.2;2;5;40.0;88;110;80.0;8;12;66.7;7;106;1;0;0;1;2;1;1;Matches
44;Leon Bailey\Leon-Bailey;jm JAM;FWMF;de Leverkusen;21;1997;1.3;0;0.3;-0.3;4;39;57;68.4;0;5;0.0;32;40;80.0;7;12;58.3;40;11;1;0;3;1;1;1;0;Matches
45;Gareth Bale\Gareth-Bale;wal WAL;FW;es Real Madrid;30;1989;1.3;0;0.0;0.0;0;28;40;70.0;0;2;0.0;26;34;76.5;2;4;50.0;32;4;0;0;0;1;1;1;0;Matches
46;Leonardo Balerdi\Leonardo-Balerdi;ar ARG;DF;de Dortmund;20;1999;0.1;0;0.0;0.0;0;1;1;100.0;0;0;;0;0;;1;1;100.0;1;0;0;0;0;0;1;0;0;Matches
47;Jonathan Bamba\Jonathan-Bamba;fr FRA;FWMF;fr Lille;23;1996;3.1;2;1.2;+0.8;10;99;128;77.3;4;9;44.4;80;96;83.3;15;23;65.2;11;105;3;0;10;3;6;2;0;Matches
48;Nicolò Barella\Nicolo-Barella;it ITA;MF;it Inter;22;1997;3.2;0;0.0;0.0;1;113;132;85.6;5;5;100.0;76;86;88.4;32;41;78.0;18;107;3;1;0;1;12;2;0;Matches
49;Dmitri Barinov\Dmitri-Barinov;ru RUS;MF;ru Loko Moscow;22;1996;5.0;0;0.1;-0.1;2;104;136;76.5;0;4;0.0;89;109;81.7;15;23;65.2;19;106;9;0;0;0;10;0;0;Matches
50;Ross Barkley\Ross-Barkley;eng ENG;FWMF;eng Chelsea;25;1993;0.8;0;0.0;0.0;0;10;16;62.5;0;2;0.0;8;10;80.0;2;4;50.0;2;11;0;0;0;0;2;0;0;Matches
51;Wílmar Barrios\Wilmar-Barrios;co COL;MF;ru Zenit;25;1993;6.0;0;0.0;0.0;2;221;256;86.3;8;12;66.7;163;183;89.1;50;61;82.0;27;208;6;1;0;0;17;1;0;Matches
52;Musa Barrow\Musa-Barrow;gm GAM;FW;it Atalanta;20;1998;0.0;0;0.0;0.0;0;1;2;50.0;0;0;;1;2;50.0;0;0;;1;1;0;0;0;0;0;0;0;Matches
53;Michy Batshuayi\Michy-Batshuayi;be BEL;FW;eng Chelsea;25;1993;0.9;0;0.1;-0.1;2;16;22;72.7;1;1;100.0;14;20;70.0;1;1;100.0;4;13;0;0;0;0;2;0;0;Matches
54;Julian Baumgartlinger\Julian-Baumgartlinger;at AUT;MF;de Leverkusen;31;1988;3.8;0;0.0;0.0;1;229;254;90.2;3;4;75.0;169;187;90.4;57;63;90.5;48;193;6;0;0;0;15;3;0;Matches
55;Ömer Bayram\Omer-Bayram;tr TUR;FWMF;tr Galatasaray;28;1991;2.8;1;0.5;+0.5;4;74;97;76.3;3;7;42.9;59;69;85.5;12;21;57.1;83;10;3;0;4;1;8;1;1;Matches
56;Donny van de Beek\Donny-van-de-Beek;nl NED;MF;nl Ajax;22;1997;5.0;1;1.0;0.0;8;124;160;77.5;3;8;37.5;108;136;79.4;13;16;81.3;26;115;0;2;0;1;10;4;0;Matches
57;Younès Belhanda\Younes-Belhanda;ma MAR;MF;tr Galatasaray;29;1990;3.4;0;0.4;-0.4;2;126;153;82.4;0;6;0.0;107;123;87.0;19;24;79.2;23;123;3;2;0;1;7;3;0;Matches
58;Karim Bellarabi\Karim-Bellarabi;de GER;FWMF;de Leverkusen;29;1990;4.6;1;1.2;-0.2;10;162;230;70.4;3;16;18.8;141;166;84.9;18;48;37.5;11;210;1;0;2;4;6;7;1;Matches
59;Lars Bender\Lars-Bender;de GER;DF;de Leverkusen;30;1989;3.0;0;0.3;-0.3;4;244;281;86.8;5;9;55.6;202;220;91.8;37;52;71.2;35;207;4;0;0;31;15;3;0;Matches
60;Sven Bender\Sven-Bender;de GER;DF;de Leverkusen;30;1989;6.0;0;0.0;0.0;0;425;454;93.6;3;4;75.0;302;314;96.2;120;136;88.2;75;352;11;0;0;2;8;1;0;Matches
61;Rodrigo Bentancur\Rodrigo-Bentancur;uy URU;MF;it Juventus;22;1997;3.7;0;0.3;-0.3;4;205;239;85.8;8;14;57.1;169;186;90.9;28;39;71.8;34;194;1;1;1;0;17;3;0;Matches
62;Karim Benzema\Karim-Benzema;fr FRA;FW;es Real Madrid;31;1987;6.1;2;3.2;-1.2;16;231;268;86.2;10;18;55.6;196;219;89.5;25;31;80.6;42;218;0;4;1;0;11;16;0;Matches
63;Yassine Benzia\Yassine-Benzia;dz ALG;MF;gr Olympiacos;24;1994;0.9;0;0.0;0.0;1;30;36;83.3;0;1;0.0;20;22;90.9;10;13;76.9;7;28;0;0;1;0;4;1;1;Matches
64;Sander Berge\Sander-Berge;no NOR;MF;be Genk;21;1998;6.0;0;0.2;-0.2;4;224;263;85.2;2;9;22.2;150;166;90.4;72;88;81.8;30;215;12;0;0;0;19;3;1;Matches
65;Steven Bergwijn\Steven-Bergwijn;nl NED;MFFW;eng Tottenham;21;1997;1.0;0;0.0;0.0;1;20;24;83.3;3;3;100.0;17;20;85.0;0;1;0.0;1;19;0;0;0;1;0;0;0;Matches
66;Federico Bernardeschi\Federico-Bernardeschi;it ITA;MF;it Juventus;25;1994;2.1;0;0.2;-0.2;1;58;76;76.3;4;10;40.0;46;53;86.8;8;13;61.5;68;3;0;0;4;0;1;2;0;Matches
67;Juan Bernat\Juan-Bernat;es ESP;DF;fr Paris S-G;26;1993;5.8;2;1.5;+0.5;6;260;299;87.0;7;13;53.8;235;257;91.4;18;29;62.1;240;10;9;0;0;41;8;7;2;Matches
68;Antoine Bernede\Antoine-Bernede;fr FRA;MF;at RB Salzburg;20;1999;1.0;0;0.1;-0.1;1;61;63;96.8;5;5;100.0;49;49;100.0;7;9;77.8;12;48;2;0;0;0;4;1;0;Matches
69;Cristiano Biraghi\Cristiano-Biraghi;it ITA;DF;it Inter;26;1992;2.5;0;0.0;0.0;1;66;97;68.0;0;2;0.0;49;61;80.3;17;34;50.0;54;11;4;0;3;30;3;0;0;Matches
70;Daley Blind\Daley-Blind;nl NED;DF;nl Ajax;29;1990;4.7;0;0.1;-0.1;1;260;321;81.0;2;6;33.3;175;196;89.3;83;119;69.7;265;34;10;0;0;0;26;2;0;Matches
71;Richmond Boakye\Richmond-Boakye;gh GHA;FW;rs Red Star;26;1993;2.1;0;0.1;-0.1;3;54;61;88.5;1;2;50.0;41;44;93.2;12;15;80.0;2;52;0;1;0;0;4;1;0;Matches
72;Jérôme Boateng\Jerome-Boateng;de GER;DF;de Bayern Munich;30;1988;4.1;0;0.0;0.0;0;268;307;87.3;3;5;60.0;151;166;91.0;114;136;83.8;100;181;3;0;0;1;19;2;0;Matches
73;Serhiy Bolbat\Serhiy-Bolbat;ua UKR;DF;ua Shakhtar;26;1993;2.7;0;0.0;0.0;0;105;126;83.3;5;6;83.3;86;101;85.1;14;19;73.7;7;105;5;0;0;12;4;1;0;Matches
74;Theo Bongonda\Theo-Bongonda;be BEL;MFFW;be Genk;23;1995;2.9;1;0.3;+0.7;2;45;76;59.2;1;10;10.0;34;45;75.6;10;21;47.6;57;12;1;0;3;2;2;3;1;Matches
75;Leonardo Bonucci\Leonardo-Bonucci;it ITA;DF;it Juventus;32;1987;6.0;0;0.1;-0.1;1;463;517;89.6;2;6;33.3;315;325;96.9;146;186;78.5;72;421;17;2;0;1;46;3;0;Matches
76;Neto Borges\Neto-Borges;br BRA;DF;be Genk;22;1996;0.1;0;0.0;0.0;0;3;5;60.0;0;0;;3;4;75.0;0;1;0.0;3;0;0;0;0;1;0;0;0;Matches
77;Jan Bořil\Jan-Boril;cz CZE;DF;cz Slavia Prague;28;1991;6.0;0;0.4;-0.4;4;276;348;79.3;2;11;18.2;219;247;88.7;55;90;61.1;72;183;3;0;0;61;18;8;1;Matches
78;Milan Borjan\Milan-Borjan;ca CAN;GK;rs Red Star;31;1987;6.0;0;0.0;0.0;0;118;206;57.3;0;1;0.0;47;47;100.0;71;158;44.9;9;154;27;0;0;0;3;0;0;Matches
79;Andreas Bouchalakis\Andreas-Bouchalakis;gr GRE;MF;gr Olympiacos;26;1993;5.4;0;0.2;-0.2;9;175;209;83.7;0;1;0.0;125;143;87.4;50;65;76.9;163;24;3;0;0;2;20;2;1;Matches
80;Domagoj Bradarić\Domagoj-Bradaric;hr CRO;DF;fr Lille;19;1999;3.0;0;0.1;-0.1;3;103;141;73.0;5;8;62.5;82;95;86.3;16;38;42.1;109;12;4;0;2;17;6;5;2;Matches
81;Julian Brandt\Julian-Brandt;de GER;MFFW;de Dortmund;23;1996;5.2;3;1.9;+1.1;11;204;257;79.4;7;16;43.8;165;199;82.9;32;42;76.2;34;202;0;4;0;0;16;9;1;Matches
82;Erling Braut Håland\Erling-Braut-Haland;no NOR;FW;at RB Salzburg;19;2000;4.2;1;0.4;+0.6;4;63;91;69.2;4;9;44.4;55;76;72.4;4;6;66.7;62;18;0;0;0;0;7;2;1;Matches
83;Erling Braut Håland\Erling-Braut-Haland;no NOR;FW;de Dortmund;19;2000;1.0;0;0.0;0.0;0;18;21;85.7;0;1;0.0;17;18;94.4;1;2;50.0;13;6;0;0;0;0;0;0;0;Matches
84;Claudio Bravo\Claudio-Bravo;cl CHI;GK;eng Manchester City;36;1983;1.4;0;0.0;0.0;0;42;48;87.5;0;0;;26;26;100.0;16;22;72.7;6;36;0;0;0;0;0;0;0;Matches
85;Marcelo Brozović\Marcelo-Brozovic;hr CRO;MF;it Inter;26;1992;5.8;1;0.5;+0.5;6;299;346;86.4;7;13;53.8;221;246;89.8;71;87;81.6;55;273;20;0;3;0;20;5;0;Matches
86;Jacob Bruun Larsen\Jacob-Bruun-Larsen;dk DEN;FW;de Dortmund;20;1998;0.2;0;0.0;0.0;0;1;1;100.0;0;0;;1;1;100.0;0;0;;0;1;0;0;0;0;0;0;0;Matches
87;Gianluigi Buffon\Gianluigi-Buffon;it ITA;GK;it Juventus;41;1978;1.0;0;0.0;0.0;0;33;39;84.6;3;3;100.0;15;15;100.0;15;21;71.4;4;27;4;0;0;0;0;0;0;Matches
88;Mick van Buren\Mick-van-Buren;nl NED;FW;cz Slavia Prague;26;1992;0.5;0;0.2;-0.2;4;16;19;84.2;1;2;50.0;11;13;84.6;4;4;100.0;1;16;0;0;1;0;0;0;0;Matches
