"id";"name";"nation";"position";"team";"age";"born";"MP";"Starts";"Min";"Gls";"Ast";"PK";"PKatt";"CrdY";"CrdR";"Gls_per_match";"Ast_per_match";"G_A_per_match";"G_PK_per_match";"G_A_PK_per_match";"xG";"npxG";"xA";"xG_per_match";"xA_per_match";"xG_xA";"npxG_per_match";"npxG_xA";"Matches"
230;Pascal Köpke\Pascal-Kopke;de GER;FW;Hertha BSC;23;1995;4;1;119;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.8;0.8;0.1;0.63;0.05;0.68;0.63;0.68;Matches
231;Filip Kostić\Filip-Kostic;rs SRB;DFMF;Eint Frankfurt;26;1992;22;22;1969;4;8;0;0;2;0;0.18;0.37;0.55;0.18;0.55;4.3;4.3;6.0;0.20;0.28;0.47;0.20;0.47;Matches
232;Tomáš Koubek\Tomas-Koubek;cz CZE;GK;Augsburg;26;1992;23;23;2070;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.1;0.00;0.00;0.00;0.00;0.00;Matches
233;Dawid Kownacki\Dawid-Kownacki;pl POL;FWMF;Düsseldorf;22;1997;18;11;1056;0;0;0;0;3;0;0.00;0.00;0.00;0.00;0.00;1.9;1.9;0.7;0.16;0.06;0.22;0.16;0.22;Matches
234;Thomas Kraft\Thomas-Kraft;de GER;GK;Hertha BSC;31;1988;3;3;270;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
235;Andrej Kramarić\Andrej-Kramaric;hr CRO;FWMF;Hoffenheim;28;1991;13;11;1080;7;2;1;1;2;0;0.58;0.17;0.75;0.50;0.67;6.8;6.1;2.6;0.57;0.22;0.79;0.51;0.73;Matches
236;Christoph Kramer\Christoph-Kramer;de GER;MF;M'gladbach;28;1991;14;10;838;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.3;0.3;0.4;0.04;0.05;0.08;0.04;0.08;Matches
237;Felix Kroos\Felix-Kroos;de GER;MFFW;Union Berlin;28;1991;8;2;181;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.0;0.09;0.00;0.09;0.09;0.09;Matches
238;Lukas Kübler\Lukas-Kubler;de GER;DF;Freiburg;26;1992;3;1;86;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.04;0.00;0.04;0.04;0.04;Matches
239;Pierre Kunde\Pierre-Kunde;cm CMR;MF;Mainz 05;24;1995;20;16;1377;2;0;0;0;5;0;0.13;0.00;0.13;0.13;0.13;1.9;1.9;1.7;0.12;0.11;0.23;0.12;0.23;Matches
240;Ahmed Kutucu\Ahmed-Kutucu;tr TUR;FWMF;Schalke 04;19;2000;16;0;340;3;1;0;0;2;0;0.79;0.26;1.06;0.79;1.06;1.0;1.0;1.0;0.27;0.25;0.52;0.27;0.52;Matches
241;Konrad Laimer\Konrad-Laimer;at AUT;MF;RB Leipzig;22;1997;21;19;1617;2;3;0;0;7;1;0.11;0.17;0.28;0.11;0.28;0.5;0.5;1.4;0.03;0.08;0.11;0.03;0.11;Matches
242;Stefan Lainer\Stefan-Lainer;at AUT;DF;M'gladbach;26;1992;20;20;1723;1;3;0;0;5;0;0.05;0.16;0.21;0.05;0.21;0.9;0.9;3.0;0.05;0.16;0.21;0.05;0.21;Matches
243;Michael Lang\Michael-Lang;ch SUI;DF;Werder Bremen;28;1991;8;6;534;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.4;0.4;0.6;0.06;0.10;0.16;0.06;0.16;Matches
244;Sebastian Langkamp\Sebastian-Langkamp;de GER;DF;Werder Bremen;31;1988;3;2;179;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.4;0.4;0.0;0.20;0.00;0.20;0.20;0.20;Matches
245;Danny Latza\Danny-Latza;de GER;MF;Mainz 05;29;1989;14;9;849;0;1;0;0;4;0;0.00;0.11;0.11;0.00;0.11;0.9;0.9;1.5;0.09;0.16;0.26;0.09;0.26;Matches
246;Mathew Leckie\Mathew-Leckie;au AUS;DFFW;Hertha BSC;28;1991;4;1;118;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
247;Toni Leistner\Toni-Leistner;de GER;DF;Köln;28;1990;3;3;270;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.01;0.01;0.02;0.01;0.02;Matches
248;Christopher Lenz\Christopher-Lenz;de GER;DF;Union Berlin;24;1994;23;23;2029;0;3;0;0;1;0;0.00;0.13;0.13;0.00;0.13;0.5;0.5;2.6;0.02;0.12;0.14;0.02;0.14;Matches
249;Robert Lewandowski\Robert-Lewandowski;pl POL;FW;Bayern Munich;30;1988;23;23;2041;25;3;3;3;4;0;1.10;0.13;1.23;0.97;1.10;21.0;18.7;5.3;0.93;0.23;1.16;0.83;1.06;Matches
250;Stephan Lichtsteiner\Stephan-Lichtsteiner;ch SUI;DF;Augsburg;35;1984;17;15;1198;0;1;0;0;5;1;0.00;0.08;0.08;0.00;0.08;0.0;0.0;0.5;0.00;0.04;0.04;0.00;0.04;Matches
251;Philipp Lienhart\Philipp-Lienhart;at AUT;DF;Freiburg;23;1996;13;12;1080;0;1;0;0;2;0;0.00;0.08;0.08;0.00;0.08;0.1;0.1;0.5;0.01;0.04;0.05;0.01;0.05;Matches
252;Jürgen Locadia\Jurgen-Locadia;nl NED;FW;Hoffenheim;25;1993;11;5;528;4;0;1;1;1;0;0.68;0.00;0.68;0.51;0.51;3.2;2.4;0.1;0.54;0.02;0.56;0.41;0.43;Matches
253;Ademola Lookman\Ademola-Lookman;eng ENG;FWMF;RB Leipzig;21;1997;5;1;159;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.1;0.03;0.05;0.09;0.03;0.09;Matches
254;Eduard Löwen\Eduard-Lowen;de GER;MF;Hertha BSC;22;1997;7;2;310;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.0;0.06;0.00;0.06;0.06;0.06;Matches
255;Eduard Löwen\Eduard-Lowen;de GER;MFFW;Augsburg;22;1997;7;1;184;1;0;0;0;0;0;0.49;0.00;0.49;0.49;0.49;0.3;0.3;0.3;0.14;0.16;0.30;0.14;0.30;Matches
256;Lucas\Lucas;br BRA;MF;Hoffenheim;20;1999;2;0;63;1;0;0;0;1;0;1.43;0.00;1.43;1.43;1.43;0.6;0.6;0.0;0.91;0.00;0.91;0.91;0.91;Matches
257;Dodi Lukebakio\Dodi-Lukebakio;cd COD;FWMF;Hertha BSC;21;1997;22;16;1460;5;5;0;0;0;0;0.31;0.31;0.62;0.31;0.62;3.7;3.7;3.6;0.23;0.22;0.45;0.23;0.45;Matches
258;Andreas Luthe\Andreas-Luthe;de GER;GK;Augsburg;32;1987;1;1;90;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
259;Arne Maier\Arne-Maier;de GER;MF;Hertha BSC;20;1999;6;3;272;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.2;0.04;0.08;0.12;0.04;0.12;Matches
260;Yunus Mallı\Yunus-Malli;tr TUR;FWMF;Union Berlin;27;1992;6;5;347;0;1;0;0;1;0;0.00;0.26;0.26;0.00;0.26;0.5;0.5;0.1;0.13;0.03;0.16;0.13;0.16;Matches
261;Streli Mamba\Streli-Mamba;de GER;FW;Paderborn 07;25;1994;18;14;1220;5;2;0;0;4;0;0.37;0.15;0.52;0.37;0.52;4.0;4.0;1.5;0.30;0.11;0.41;0.30;0.41;Matches
262;Aarón Martín\Aaron-Martin;es ESP;DF;Mainz 05;22;1997;18;17;1486;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.3;0.3;2.5;0.02;0.15;0.17;0.02;0.17;Matches
263;Javi Martínez\Javi-Martinez;es ESP;DFMF;Bayern Munich;30;1988;11;5;559;0;0;0;0;5;1;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.1;0.02;0.01;0.03;0.02;0.03;Matches
264;Omar Mascarell\Omar-Mascarell;es ESP;MF;Schalke 04;26;1993;23;23;2029;0;1;0;0;4;0;0.00;0.04;0.04;0.00;0.04;0.4;0.4;0.9;0.02;0.04;0.06;0.02;0.06;Matches
265;Jean-Philippe Mateta\Jean-Philippe-Mateta;fr FRA;FW;Mainz 05;22;1997;9;4;434;2;0;0;0;0;0;0.41;0.00;0.41;0.41;0.41;2.7;2.7;0.1;0.57;0.01;0.58;0.57;0.58;Matches
266;Rabbi Matondo\Rabbi-Matondo;wal WAL;FW;Schalke 04;18;2000;11;7;525;1;0;0;0;0;0;0.17;0.00;0.17;0.17;0.17;1.1;1.1;0.5;0.19;0.09;0.28;0.19;0.28;Matches
267;Philipp Max\Philipp-Max;de GER;DF;Augsburg;25;1993;22;22;1941;7;5;1;1;4;0;0.32;0.23;0.56;0.28;0.51;3.4;2.6;4.2;0.16;0.20;0.35;0.12;0.32;Matches
268;Alexandru Maxim\Alexandru-Maxim;ro ROU;MF;Mainz 05;29;1990;5;0;112;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.5;0.08;0.39;0.46;0.08;0.46;Matches
269;Kevin Mbabu\Kevin-Mbabu;ch SUI;DF;Wolfsburg;24;1995;11;9;884;1;0;0;0;1;0;0.10;0.00;0.10;0.10;0.10;0.4;0.4;0.7;0.04;0.07;0.11;0.04;0.11;Matches
270;Weston McKennie\Weston-McKennie;us USA;MFDF;Schalke 04;20;1998;19;15;1319;0;0;0;0;4;0;0.00;0.00;0.00;0.00;0.00;1.9;1.9;1.1;0.13;0.08;0.21;0.13;0.21;Matches
271;Joshua Mees\Joshua-Mees;de GER;MFFW;Union Berlin;23;1996;7;0;155;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.3;0.3;0.0;0.18;0.03;0.21;0.18;0.21;Matches
272;Admir Mehmedi\Admir-Mehmedi;ch SUI;FWMF;Wolfsburg;28;1991;16;10;872;2;2;0;0;0;0;0.21;0.21;0.41;0.21;0.41;0.9;0.9;1.2;0.09;0.12;0.22;0.09;0.22;Matches
273;Münir Mercan\Munir-Mercan;de GER;FW;Schalke 04;18;2000;2;0;4;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
274;Jorge Meré\Jorge-Mere;es ESP;DF;Köln;22;1997;7;4;426;1;0;0;0;4;1;0.21;0.00;0.21;0.21;0.21;0.7;0.7;0.1;0.16;0.03;0.18;0.16;0.18;Matches
275;Sven Michel\Sven-Michel;de GER;FW;Paderborn 07;29;1990;23;10;1016;3;1;0;0;4;0;0.27;0.09;0.35;0.27;0.35;3.8;3.8;0.7;0.33;0.07;0.40;0.33;0.40;Matches
276;Juan Miranda\Juan-Miranda;es ESP;DF;Schalke 04;19;2000;4;2;265;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.2;0.03;0.05;0.08;0.03;0.08;Matches
277;Maximilian Mittelstädt\Maximilian-Mittelstadt;de GER;DF;Hertha BSC;22;1997;20;15;1421;1;2;0;0;3;0;0.06;0.13;0.19;0.06;0.19;0.5;0.5;1.2;0.03;0.07;0.11;0.03;0.11;Matches
278;Anthony Modeste\Anthony-Modeste;fr FRA;FW;Köln;31;1988;18;9;781;1;1;0;0;1;0;0.12;0.12;0.23;0.12;0.23;2.0;2.0;0.8;0.23;0.09;0.33;0.23;0.33;Matches
279;Kevin Möhwald\Kevin-Mohwald;de GER;MF;Werder Bremen;26;1993;1;0;73;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.0;0.19;0.00;0.19;0.19;0.19;Matches
280;Niklas Moisander\Niklas-Moisander;fi FIN;DF;Werder Bremen;33;1985;11;11;989;0;0;0;0;4;1;0.00;0.00;0.00;0.00;0.00;0.5;0.5;0.0;0.04;0.00;0.04;0.04;0.04;Matches
281;Alfredo Morales\Alfredo-Morales;us USA;MF;Düsseldorf;29;1990;19;15;1405;1;2;0;0;6;0;0.06;0.13;0.19;0.06;0.19;0.9;0.9;0.6;0.06;0.04;0.10;0.06;0.10;Matches
282;Jan Morávek\Jan-Moravek;cz CZE;MF;Augsburg;29;1989;10;4;448;0;1;0;0;1;0;0.00;0.20;0.20;0.00;0.20;0.1;0.1;0.4;0.01;0.08;0.09;0.01;0.09;Matches
283;Nordi Mukiele\Nordi-Mukiele;fr FRA;DF;RB Leipzig;21;1997;18;15;1239;3;1;0;0;0;0;0.22;0.07;0.29;0.22;0.29;1.5;1.5;1.1;0.11;0.08;0.19;0.11;0.19;Matches
284;Florian Müller\Florian-Muller;de GER;GK;Mainz 05;21;1997;3;3;270;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
285;Thomas Müller\Thomas-Muller;de GER;MFFW;Bayern Munich;29;1989;24;17;1468;5;16;0;0;3;0;0.31;0.98;1.29;0.31;1.29;6.2;6.2;8.9;0.38;0.55;0.93;0.38;0.93;Matches
286;Yvon Mvogo\Yvon-Mvogo;ch SUI;GK;RB Leipzig;25;1994;1;1;90;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
287;Phillipp Mwene\Phillipp-Mwene;at AUT;DF;Mainz 05;25;1994;1;1;90;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.1;0.00;0.08;0.08;0.00;0.08;Matches
288;Obite N'Dicka\Obite-NDicka;fr FRA;DF;Eint Frankfurt;19;1999;14;13;1145;0;1;0;0;2;0;0.00;0.08;0.08;0.00;0.08;0.3;0.3;1.0;0.02;0.08;0.10;0.02;0.10;Matches
289;Matija Nastasić\Matija-Nastasic;rs SRB;DF;Schalke 04;26;1993;12;11;1004;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;1.0;1.0;0.0;0.09;0.00;0.09;0.09;0.09;Matches
290;Manuel Neuer\Manuel-Neuer;de GER;GK;Bayern Munich;33;1986;24;24;2160;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
291;Florian Neuhaus\Florian-Neuhaus;de GER;MF;M'gladbach;22;1997;20;16;1461;3;2;0;0;4;0;0.18;0.12;0.31;0.18;0.31;4.4;4.4;2.6;0.27;0.16;0.43;0.27;0.43;Matches
292;Moussa Niakhate\Moussa-Niakhate;fr FRA;DF;Mainz 05;23;1996;23;23;2070;0;2;0;0;6;0;0.00;0.09;0.09;0.00;0.09;0.8;0.8;0.9;0.04;0.04;0.07;0.04;0.07;Matches
293;Florian Niederlechner\Florian-Niederlechner;de GER;FWMF;Augsburg;28;1990;24;24;2084;11;6;1;1;1;0;0.48;0.26;0.73;0.43;0.69;9.6;8.8;5.8;0.41;0.25;0.67;0.38;0.63;Matches
294;Christopher Nkunku\Christopher-Nkunku;fr FRA;MFFW;RB Leipzig;21;1997;22;14;1361;4;12;0;0;1;0;0.26;0.79;1.06;0.26;1.06;4.9;4.9;7.1;0.32;0.47;0.79;0.32;0.79;Matches
295;Lukas Nmecha\Lukas-Nmecha;de GER;MFFW;Wolfsburg;20;1998;6;1;127;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.3;0.3;0.1;0.25;0.05;0.30;0.25;0.30;Matches
296;Håvard Nordtveit\Havard-Nordtveit;no NOR;DFMF;Hoffenheim;29;1990;6;4;413;0;1;0;0;0;0;0.00;0.22;0.22;0.00;0.22;0.3;0.3;0.3;0.06;0.07;0.13;0.06;0.13;Matches
297;Alexander Nübel\Alexander-Nubel;de GER;GK;Schalke 04;22;1996;20;20;1775;0;0;0;0;1;1;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
298;Kasim Nuhu\Kasim-Nuhu;gh GHA;DF;Düsseldorf;24;1995;12;11;988;1;0;0;0;0;0;0.09;0.00;0.09;0.09;0.09;0.9;0.9;0.1;0.08;0.01;0.09;0.08;0.09;Matches
299;Bastian Oczipka\Bastian-Oczipka;de GER;DF;Schalke 04;30;1989;24;24;2160;0;4;0;0;2;0;0.00;0.17;0.17;0.00;0.17;0.2;0.2;2.7;0.01;0.11;0.12;0.01;0.12;Matches
300;Álvaro Odriozola\Alvaro-Odriozola;es ESP;DF;Bayern Munich;23;1995;1;1;63;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.2;0.00;0.34;0.34;0.00;0.34;Matches
301;Cauly Oliveira Souza\Cauly-Oliveira-Souza;br BRA;MFFW;Paderborn 07;23;1995;13;8;717;2;0;0;0;0;0;0.25;0.00;0.25;0.25;0.25;1.6;1.6;0.6;0.20;0.07;0.28;0.20;0.28;Matches
302;Dani Olmo\Dani-Olmo;es ESP;MFFW;RB Leipzig;21;1998;3;2;159;0;1;0;0;0;0;0.00;0.57;0.57;0.00;0.57;0.2;0.2;0.3;0.12;0.17;0.30;0.12;0.30;Matches
303;Karim Onisiwo\Karim-Onisiwo;at AUT;FW;Mainz 05;27;1992;22;10;1070;4;5;0;0;3;0;0.34;0.42;0.76;0.34;0.76;3.2;3.2;3.0;0.27;0.25;0.52;0.27;0.52;Matches
304;Willi Orban\Willi-Orban;hu HUN;DF;RB Leipzig;26;1992;9;9;810;1;0;0;0;0;0;0.11;0.00;0.11;0.11;0.11;0.7;0.7;0.1;0.07;0.01;0.08;0.07;0.08;Matches
305;Yuya Osako\Yuya-Osako;jp JPN;FWMF;Werder Bremen;29;1990;17;15;1208;4;1;0;0;1;0;0.30;0.07;0.37;0.30;0.37;4.0;4.0;1.6;0.30;0.12;0.42;0.30;0.42;Matches
306;Paulo Otávio\Paulo-Otavio;br BRA;DFFW;Wolfsburg;24;1994;3;2;203;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.3;0.01;0.13;0.14;0.01;0.14;Matches
307;Reece Oxford\Reece-Oxford;eng ENG;MF;Augsburg;20;1998;8;2;316;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.0;0.02;0.00;0.02;0.02;0.02;Matches
308;Levin Öztunalı\Levin-Oztunali;de GER;MFFW;Mainz 05;23;1996;19;17;1434;3;3;0;0;1;0;0.19;0.19;0.38;0.19;0.38;1.1;1.1;2.0;0.07;0.12;0.20;0.07;0.20;Matches
309;Gonçalo Paciência\Goncalo-Paciencia;pt POR;FW;Eint Frankfurt;24;1994;21;15;1249;7;3;1;1;4;0;0.50;0.22;0.72;0.43;0.65;6.7;6.0;3.2;0.48;0.23;0.71;0.43;0.66;Matches
310;Exequiel Palacios\Exequiel-Palacios;ar ARG;MF;Leverkusen;20;1998;2;2;154;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.3;0.3;0.2;0.16;0.13;0.29;0.16;0.29;Matches
311;Michael Parensen\Michael-Parensen;de GER;DF;Union Berlin;33;1986;6;5;500;1;0;0;0;3;0;0.18;0.00;0.18;0.18;0.18;0.7;0.7;0.5;0.13;0.09;0.22;0.13;0.22;Matches
312;Paulinho\Paulinho;br BRA;MFFW;Leverkusen;19;2000;6;0;79;1;0;0;0;1;0;1.14;0.00;1.14;1.14;1.14;0.6;0.6;0.0;0.67;0.00;0.67;0.67;0.67;Matches
313;Benjamin Pavard\Benjamin-Pavard;fr FRA;DF;Bayern Munich;23;1996;22;22;1980;2;3;0;0;5;0;0.09;0.14;0.23;0.09;0.23;0.4;0.4;2.6;0.02;0.12;0.14;0.02;0.14;Matches
314;Jiří Pavlenka\Jiri-Pavlenka;cz CZE;GK;Werder Bremen;27;1992;23;23;2070;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.1;0.00;0.00;0.00;0.00;0.00;Matches
315;Mads Pedersen\Mads-Pedersen;dk DEN;DF;Augsburg;22;1996;2;1;95;0;1;0;0;0;0;0.00;0.95;0.95;0.00;0.95;0.0;0.0;0.5;0.00;0.51;0.51;0.00;0.51;Matches
316;Peter Pekarík\Peter-Pekarik;sk SVK;DF;Hertha BSC;32;1986;1;1;90;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.1;0.00;0.10;0.10;0.00;0.10;Matches
317;Philipp Pentke\Philipp-Pentke;de GER;GK;Hoffenheim;34;1985;4;4;360;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.01;0.01;0.00;0.01;Matches
318;Ivan Perišić\Ivan-Perisic;hr CRO;FWMF;Bayern Munich;30;1989;15;9;949;4;3;0;0;1;0;0.38;0.28;0.66;0.38;0.66;3.3;3.3;2.2;0.31;0.21;0.52;0.31;0.52;Matches
319;Pavao Pervan\Pavao-Pervan;at AUT;GK;Wolfsburg;31;1987;8;8;720;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
320;Nils Petersen\Nils-Petersen;de GER;FWMF;Freiburg;30;1988;24;19;1859;8;2;1;1;1;0;0.39;0.10;0.48;0.34;0.44;6.6;5.9;1.9;0.32;0.09;0.41;0.29;0.38;Matches
321;Krzysztof Piątek\Krzysztof-Piatek;pl POL;FW;Hertha BSC;24;1995;5;4;387;1;0;1;1;0;0;0.23;0.00;0.23;0.00;0.00;2.7;1.9;0.1;0.63;0.02;0.65;0.45;0.48;Matches
322;Ronaël Pierre-Gabriel\Ronael-Pierre-Gabriel;fr FRA;DF;Mainz 05;21;1998;7;7;533;0;1;0;0;3;0;0.00;0.17;0.17;0.00;0.17;0.0;0.0;0.3;0.01;0.06;0.07;0.01;0.07;Matches
323;Łukasz Piszczek\Lukasz-Piszczek;pl POL;DF;Dortmund;34;1985;19;15;1276;1;3;0;0;1;0;0.07;0.21;0.28;0.07;0.28;0.4;0.4;1.8;0.03;0.13;0.15;0.03;0.15;Matches
324;Claudio Pizarro\Claudio-Pizarro;pe PER;FWMF;Werder Bremen;40;1978;14;0;200;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.4;0.4;0.6;0.17;0.28;0.45;0.17;0.45;Matches
325;Marvin Plattenhardt\Marvin-Plattenhardt;de GER;DF;Hertha BSC;27;1992;9;9;810;0;1;0;0;0;0;0.00;0.11;0.11;0.00;0.11;0.3;0.3;1.3;0.03;0.15;0.18;0.03;0.18;Matches
326;Alassane Pléa\Alassane-Plea;fr FRA;FW;M'gladbach;26;1993;20;18;1543;8;6;0;1;2;1;0.47;0.35;0.82;0.47;0.82;9.3;8.5;5.0;0.54;0.29;0.83;0.50;0.79;Matches
327;Thomas Pledl\Thomas-Pledl;de GER;DFFW;Düsseldorf;25;1994;4;0;69;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.1;0.07;0.11;0.17;0.07;0.17;Matches
328;Joel Pohjanpalo\Joel-Pohjanpalo;fi FIN;MF;Leverkusen;24;1994;1;0;1;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
329;Sebastian Polter\Sebastian-Polter;de GER;FW;Union Berlin;28;1991;11;2;271;2;2;2;2;1;1;0.66;0.66;1.33;0.00;0.66;1.9;0.4;1.2;0.65;0.38;1.03;0.14;0.53;Matches
330;Marin Pongračić\Marin-Pongracic;hr CRO;DF;Wolfsburg;21;1997;2;2;137;0;0;0;0;1;1;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
331;Stefan Posch\Stefan-Posch;at AUT;DF;Hoffenheim;22;1997;18;18;1499;0;0;0;0;8;0;0.00;0.00;0.00;0.00;0.00;1.5;1.5;0.7;0.09;0.04;0.14;0.09;0.14;Matches
332;Yussuf Poulsen\Yussuf-Poulsen;dk DEN;FW;RB Leipzig;25;1994;19;9;977;3;4;0;0;2;0;0.28;0.37;0.64;0.28;0.64;3.9;3.9;1.1;0.36;0.10;0.46;0.36;0.46;Matches
333;Kai Pröger\Kai-Proger;de GER;MFFW;Paderborn 07;27;1992;23;19;1749;2;6;0;0;0;0;0.10;0.31;0.41;0.10;0.41;2.3;2.3;3.5;0.12;0.18;0.30;0.12;0.30;Matches
334;Grischa Prömel\Grischa-Promel;de GER;MF;Union Berlin;24;1995;7;2;272;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.0;0.07;0.01;0.08;0.07;0.08;Matches
335;Robin Quaison\Robin-Quaison;se SWE;FWMF;Mainz 05;25;1993;23;22;1898;12;2;1;1;1;0;0.57;0.09;0.66;0.52;0.62;9.5;8.8;1.5;0.45;0.07;0.52;0.42;0.49;Matches
336;Raffael\Raffael;br BRA;MF;M'gladbach;34;1985;6;0;48;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.3;0.3;0.2;0.56;0.38;0.94;0.56;0.94;Matches
337;Benito Raman\Benito-Raman;be BEL;FW;Schalke 04;24;1994;17;16;1280;4;3;0;0;2;0;0.28;0.21;0.49;0.28;0.49;4.2;4.2;2.1;0.30;0.15;0.45;0.30;0.45;Matches
338;Milot Rashica\Milot-Rashica;xk KVX;FWMF;Werder Bremen;23;1996;19;19;1647;7;3;2;2;2;0;0.38;0.16;0.55;0.27;0.44;5.0;3.6;2.1;0.27;0.11;0.39;0.19;0.31;Matches
339;Ante Rebić\Ante-Rebic;hr CRO;FW;Eint Frankfurt;25;1993;1;1;90;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.1;0.11;0.14;0.24;0.11;0.24;Matches
340;Daishawn Redan\Daishawn-Redan;nl NED;FW;Hertha BSC;18;2001;1;0;20;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.0;1.12;0.00;1.12;1.12;1.12;Matches
341;Fabian Reese\Fabian-Reese;de GER;FW;Schalke 04;21;1997;2;1;86;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.4;0.09;0.38;0.47;0.09;0.47;Matches
342;Ken Reichel\Ken-Reichel;de GER;DF;Union Berlin;32;1986;2;1;131;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.02;0.00;0.02;0.02;0.02;Matches
343;Karim Rekik\Karim-Rekik;nl NED;DF;Hertha BSC;24;1994;14;14;1260;1;0;0;0;0;0;0.07;0.00;0.07;0.07;0.07;0.5;0.5;0.5;0.04;0.04;0.07;0.04;0.07;Matches
344;Panagiotis Retsos\Panagiotis-Retsos;gr GRE;DF;Leverkusen;20;1998;3;1;114;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.02;0.02;0.00;0.02;Matches
345;Marco Reus\Marco-Reus;de GER;MFFW;Dortmund;30;1989;19;18;1502;11;5;1;1;1;0;0.66;0.30;0.96;0.60;0.90;9.3;8.6;2.3;0.56;0.14;0.70;0.51;0.65;Matches
346;Elvis Rexhbeçaj\Elvis-Rexhbecaj;de GER;MF;Köln;21;1997;4;2;206;0;2;0;0;2;0;0.00;0.87;0.87;0.00;0.87;0.4;0.4;0.9;0.18;0.40;0.59;0.18;0.59;Matches
347;Giovanni Reyna\Giovanni-Reyna;us USA;MFFW;Dortmund;16;2002;7;0;114;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.4;0.06;0.32;0.38;0.06;0.38;Matches
