Rk;Player;Nation;Pos;Squad;Age;Born;Playing Time-MP;Playing Time-Min;Playing Time-Mn/MP;Playing Time-Min%;Playing Time-90s;Playing Time-Starts;Starts-Mn/Start;Starts-Compl;Subs-Subs;Subs-Mn/Sub;Subs-unSub;Team Success-PPM;Team Success-onG;Team Success-onGA;Team Success-+/-;Team Success-+/-90;Team Success-On-Off;Team Success (xG)-onxG;Team Success (xG)-onxGA;Team Success (xG)-xG+/-;Team Success (xG)-xG+/-90;Team Success (xG)-On-Off;Matches;
29;Kaan Ayhan\Kaan-Ayhan;tr TUR;DFMF;Sassuolo;26-327;1994;3;99;33;15.7;1.1;1;90;1;2;5;4;1.00;1;3;-2;-1.82;-1.82;0.9;1.7;-0.9;-0.78;-0.39;Matches
30;Milan Badelj\Milan-Badelj;hr CRO;MF;Genoa;32-220;1989;6;540;90;85.7;6.0;6;90;6;0;;0;0.33;7;14;-7;-1.17;-2.17;7.1;8.4;-1.3;-0.21;+0.12;Matches
31;Nedim Bajrami\Nedim-Bajrami;al ALB;MF;Empoli;22-217;1999;6;413;69;76.5;4.6;5;81;2;1;8;0;1.50;6;10;-4;-0.87;-3.00;7.3;8.2;-0.9;-0.20;-0.15;Matches
32;Tiemoué Bakayoko\Tiemoue-Bakayoko;fr FRA;MF;Milan;27-047;1994;1;13;13;2.4;0.1;0;;0;1;13;0;3.00;1;0;+1;+6.92;+5.56;1.0;0.1;+0.9;+5.91;+4.89;Matches
33;Tommaso Baldanzi\Tommaso-Baldanzi;it ITA;MF;Empoli;18-194;2003;0;;;;;0;;0;0;;2;;;;;;;;;;;;Matches
34;Keita Baldé\Keita-Balde;sn SEN;FW;Cagliari;26-209;1995;5;314;63;49.8;3.5;4;73;1;1;23;0;0.40;5;4;+1;+0.29;+2.85;4.1;4.3;-0.2;-0.06;+0.72;Matches
35;Fodé Ballo-Touré\Fode-Ballo-Toure;sn SEN;DFMF;Milan;24-273;1997;2;69;35;12.8;0.8;1;58;0;1;11;4;3.00;0;0;0;0.00;-1.72;0.7;0.7;0.0;+0.06;-1.24;Matches
36;Filippo Bandinelli\Filippo-Bandinelli;it ITA;MF;Empoli;26-188;1995;5;255;51;47.2;2.8;3;64;0;2;32;0;1.20;3;6;-3;-1.06;-1.69;3.4;4.3;-0.9;-0.31;-0.27;Matches
37;Mattia Bani\Mattia-Bani;it ITA;DF;Genoa;27-297;1993;3;206;69;32.7;2.3;2;85;1;1;37;1;0.67;4;3;+1;+0.44;+1.92;3.5;2.5;+1.0;+0.45;+1.01;Matches
38;Antonín Barák\Antonin-Barak;cz CZE;FWMF;Hellas Verona;26-304;1994;6;521;87;96.5;5.8;6;87;5;0;;0;0.83;10;13;-3;-0.52;-0.52;8.2;9.4;-1.2;-0.20;-0.48;Matches
39;Francesco Bardi\Francesco-Bardi;it ITA;GK;Bologna;29-258;1992;0;;;;;0;;0;0;;6;;;;;;;;;;;;Matches
40;Nicolò Barella\Nicolo-Barella;it ITA;MF;Inter;24-238;1997;7;593;85;94.1;6.6;7;85;4;0;;0;2.43;20;8;+12;+1.82;-3.04;13.6;8.4;+5.2;+0.79;-3.26;Matches
41;Musa Barrow\Musa-Barrow;gm GAM;FW;Bologna;22-323;1998;5;310;62;57.4;3.4;4;69;1;1;35;1;1.40;4;8;-4;-1.16;-0.77;4.3;5.1;-0.7;-0.22;+0.02;Matches
42;Daniele Baselli\Daniele-Baselli;it ITA;FW;Torino;29-205;1992;2;48;24;7.6;0.5;0;;0;2;24;5;0.50;0;2;-2;-3.75;-4.37;0.4;1.1;-0.7;-1.32;-1.78;Matches
43;Toma Bašić\Toma-Basic;hr CRO;MF;Lazio;24-312;1996;1;17;17;3.1;0.2;0;;0;1;17;4;0.00;0;0;0;0.00;-1.03;0.1;0.1;0.0;-0.17;-0.13;Matches
44;Alessandro Bastoni\Alessandro-Bastoni;it ITA;DF;Inter;22-173;1999;6;448;75;71.1;5.0;6;75;2;0;;0;2.67;16;5;+11;+2.21;+0.73;9.7;6.7;+3.0;+0.61;-1.31;Matches
